MB (UR),2-digit level  MTWP Method of Travel to Work,Count
40000360000,Walked only,6
40000360000,Train,0
40000360000,Bus,3
40000360000,Taxi/ride-share service,0
40000360000,Other Mode,0
40000360000,Total,15
40000370000,Motorbike/scooter,0
40000370000,"Car, as driver",0
40000370000,"Car, as passenger",0
40000370000,Bicycle,0
40000370000,Walked only,0
40000370000,Train,0
40000370000,Bus,0
40000370000,Taxi/ride-share service,0
40000370000,Other Mode,0
40000370000,Total,0
40000390000,Motorbike/scooter,0
40000390000,"Car, as driver",47
40000390000,"Car, as passenger",3
40000390000,Bicycle,0
40000390000,Walked only,20
40000390000,Train,0
40000390000,Bus,3
40000390000,Taxi/ride-share service,4
40000390000,Other Mode,0
40000390000,Total,79
40000420000,Motorbike/scooter,0
40000420000,"Car, as driver",0
40000420000,"Car, as passenger",0
40000420000,Bicycle,0
40000420000,Walked only,0
40000420000,Train,0
40000420000,Bus,0
40000420000,Taxi/ride-share service,0
40000420000,Other Mode,0
40000420000,Total,0
40000460000,Motorbike/scooter,0
40000460000,"Car, as driver",0
40000460000,"Car, as passenger",0
40000460000,Bicycle,0
40000460000,Walked only,0
40000460000,Train,0
40000460000,Bus,0
40000460000,Taxi/ride-share service,0
40000460000,Other Mode,0
40000460000,Total,0
40000510000,Motorbike/scooter,0
40000510000,"Car, as driver",5
40000510000,"Car, as passenger",0
40000510000,Bicycle,0
40000510000,Walked only,9
40000510000,Train,0
40000510000,Bus,0
40000510000,Taxi/ride-share service,0
40000510000,Other Mode,0
40000510000,Total,9
40000530000,Motorbike/scooter,0
40000530000,"Car, as driver",8
40000530000,"Car, as passenger",0
40000530000,Bicycle,0
40000530000,Walked only,16
40000530000,Train,0
40000530000,Bus,0
40000530000,Taxi/ride-share service,0
40000530000,Other Mode,0
40000530000,Total,29
40000550000,Motorbike/scooter,0
40000550000,"Car, as driver",0
40000550000,"Car, as passenger",0
40000550000,Bicycle,0
40000550000,Walked only,0
40000550000,Train,0
40000550000,Bus,0
40000550000,Taxi/ride-share service,0
40000550000,Other Mode,0
40000550000,Total,0
40000560000,Motorbike/scooter,0
40000560000,"Car, as driver",0
40000560000,"Car, as passenger",0
40000560000,Bicycle,0
40000560000,Walked only,0
40000560000,Train,0
40000560000,Bus,0
40000560000,Taxi/ride-share service,0
40000560000,Other Mode,0
40000560000,Total,0
40000591000,Motorbike/scooter,0
40000591000,"Car, as driver",10
40000591000,"Car, as passenger",0
40000591000,Bicycle,0
40000591000,Walked only,10
40000591000,Train,0
40000591000,Bus,10
40000591000,Taxi/ride-share service,0
40000591000,Other Mode,0
40000591000,Total,30
40000592000,Motorbike/scooter,0
40000592000,"Car, as driver",10
40000592000,"Car, as passenger",0
40000592000,Bicycle,0
40000592000,Walked only,12
40000592000,Train,4
40000592000,Bus,10
40000592000,Taxi/ride-share service,0
40000592000,Other Mode,0
40000592000,Total,37
40000611000,Motorbike/scooter,0
40000611000,"Car, as driver",0
40000611000,"Car, as passenger",0
40000611000,Bicycle,0
40000611000,Walked only,0
40000611000,Train,0
40000611000,Bus,0
40000611000,Taxi/ride-share service,0
40000611000,Other Mode,0
40000611000,Total,0
40000612000,Motorbike/scooter,0
40000612000,"Car, as driver",0
40000612000,"Car, as passenger",0
40000612000,Bicycle,0
40000612000,Walked only,0
40000612000,Train,0
40000612000,Bus,0
40000612000,Taxi/ride-share service,0
40000612000,Other Mode,0
40000612000,Total,0
40000614000,Motorbike/scooter,0
40000614000,"Car, as driver",0
40000614000,"Car, as passenger",0
40000614000,Bicycle,0
40000614000,Walked only,5
40000614000,Train,0
40000614000,Bus,0
40000614000,Taxi/ride-share service,0
40000614000,Other Mode,0
40000614000,Total,5
40000615000,Motorbike/scooter,0
40000615000,"Car, as driver",0
40000615000,"Car, as passenger",0
40000615000,Bicycle,0
40000615000,Walked only,0
40000615000,Train,0
40000615000,Bus,0
40000615000,Taxi/ride-share service,0
40000615000,Other Mode,0
40000615000,Total,0
40000620000,Motorbike/scooter,0
40000620000,"Car, as driver",8
40000620000,"Car, as passenger",0
40000620000,Bicycle,0
40000620000,Walked only,13
40000620000,Train,0
40000620000,Bus,6
40000620000,Taxi/ride-share service,0
40000620000,Other Mode,0
40000620000,Total,23
40000630000,Motorbike/scooter,0
40000630000,"Car, as driver",14
40000630000,"Car, as passenger",0
40000630000,Bicycle,0
40000630000,Walked only,10
40000630000,Train,0
40000630000,Bus,0
40000630000,Taxi/ride-share service,0
40000630000,Other Mode,0
40000630000,Total,26
40000660000,Motorbike/scooter,0
40000660000,"Car, as driver",35
40000660000,"Car, as passenger",0
40000660000,Bicycle,4
40000660000,Walked only,8
40000660000,Train,0
40000660000,Bus,3
40000660000,Taxi/ride-share service,0
40000660000,Other Mode,0
40000660000,Total,53
40000671000,Motorbike/scooter,0
40000671000,"Car, as driver",0
40000671000,"Car, as passenger",0
40000671000,Bicycle,0
40000671000,Walked only,0
40000671000,Train,0
40000671000,Bus,0
40000671000,Taxi/ride-share service,0
40000671000,Other Mode,0
40000671000,Total,0
40000672000,Motorbike/scooter,0
40000672000,"Car, as driver",0
40000672000,"Car, as passenger",0
40000672000,Bicycle,0
40000672000,Walked only,0
40000672000,Train,0
40000672000,Bus,0
40000672000,Taxi/ride-share service,0
40000672000,Other Mode,0
40000672000,Total,4
40000674000,Motorbike/scooter,0
40000674000,"Car, as driver",0
40000674000,"Car, as passenger",0
40000674000,Bicycle,0
40000674000,Walked only,0
40000674000,Train,0
40000674000,Bus,0
40000674000,Taxi/ride-share service,0
40000674000,Other Mode,0
40000674000,Total,0
40000681000,Motorbike/scooter,0
40000681000,"Car, as driver",0
40000681000,"Car, as passenger",0
40000681000,Bicycle,0
40000681000,Walked only,0
40000681000,Train,0
40000681000,Bus,0
40000681000,Taxi/ride-share service,0
40000681000,Other Mode,0
40000681000,Total,0
40000682000,Motorbike/scooter,0
40000682000,"Car, as driver",0
40000682000,"Car, as passenger",0
40000682000,Bicycle,0
40000682000,Walked only,0
40000682000,Train,0
40000682000,Bus,0
40000682000,Taxi/ride-share service,0
40000682000,Other Mode,0
40000682000,Total,6
40000683000,Motorbike/scooter,0
40000683000,"Car, as driver",0
40000683000,"Car, as passenger",0
40000683000,Bicycle,0
40000683000,Walked only,0
40000683000,Train,0
40000683000,Bus,0
40000683000,Taxi/ride-share service,0
40000683000,Other Mode,0
40000683000,Total,0
40000684000,Motorbike/scooter,0
40000684000,"Car, as driver",0
40000684000,"Car, as passenger",0
40000684000,Bicycle,0
40000684000,Walked only,0
40000684000,Train,0
40000684000,Bus,0
40000684000,Taxi/ride-share service,0
40000684000,Other Mode,0
40000684000,Total,0
40000740000,Motorbike/scooter,0
40000740000,"Car, as driver",0
40000740000,"Car, as passenger",0
40000740000,Bicycle,0
40000740000,Walked only,0
40000740000,Train,0
40000740000,Bus,0
40000740000,Taxi/ride-share service,0
40000740000,Other Mode,0
40000740000,Total,0
40000760000,Motorbike/scooter,0
40000760000,"Car, as driver",11
40000760000,"Car, as passenger",3
40000760000,Bicycle,3
40000760000,Walked only,8
40000760000,Train,0
40000760000,Bus,3
40000760000,Taxi/ride-share service,0
40000760000,Other Mode,0
40000760000,Total,27
40000770000,Motorbike/scooter,0
40000770000,"Car, as driver",11
40000770000,"Car, as passenger",0
40000770000,Bicycle,6
40000770000,Walked only,10
40000770000,Train,0
40000770000,Bus,6
40000770000,Taxi/ride-share service,0
40000770000,Other Mode,0
40000770000,Total,29
40000780000,Motorbike/scooter,0
40000780000,"Car, as driver",15
40000780000,"Car, as passenger",4
40000780000,Bicycle,0
40000780000,Walked only,6
40000780000,Train,0
40000780000,Bus,0
40000780000,Taxi/ride-share service,0
40000780000,Other Mode,3
40000780000,Total,29
40000790000,Motorbike/scooter,0
40000790000,"Car, as driver",9
40000790000,"Car, as passenger",0
40000790000,Bicycle,0
40000790000,Walked only,0
40000790000,Train,0
40000790000,Bus,0
40000790000,Taxi/ride-share service,0
40000790000,Other Mode,0
40000790000,Total,10
40000800000,Motorbike/scooter,0
40000800000,"Car, as driver",0
40000800000,"Car, as passenger",0
40000800000,Bicycle,0
40000800000,Walked only,0
40000800000,Train,0
40000800000,Bus,0
40000800000,Taxi/ride-share service,0
40000800000,Other Mode,0
40000800000,Total,0
40000850000,Motorbike/scooter,0
40000850000,"Car, as driver",8
40000850000,"Car, as passenger",0
40000850000,Bicycle,0
40000850000,Walked only,6
40000850000,Train,0
40000850000,Bus,0
40000850000,Taxi/ride-share service,0
40000850000,Other Mode,0
40000850000,Total,13
40000940000,Motorbike/scooter,0
40000940000,"Car, as driver",3
40000940000,"Car, as passenger",0
40000940000,Bicycle,0
40000940000,Walked only,0
40000940000,Train,0
40000940000,Bus,0
40000940000,Taxi/ride-share service,0
40000940000,Other Mode,0
40000940000,Total,12
40000960000,Motorbike/scooter,0
40000960000,"Car, as driver",4
40000960000,"Car, as passenger",0
40000960000,Bicycle,0
40000960000,Walked only,8
40000960000,Train,0
40000960000,Bus,0
40000960000,Taxi/ride-share service,0
40000960000,Other Mode,0
40000960000,Total,14
40000981000,Motorbike/scooter,0
40000981000,"Car, as driver",0
40000981000,"Car, as passenger",0
40000981000,Bicycle,0
40000981000,Walked only,0
40000981000,Train,0
40000981000,Bus,0
40000981000,Taxi/ride-share service,0
40000981000,Other Mode,0
40000981000,Total,0
40000982000,Motorbike/scooter,0
40000982000,"Car, as driver",15
40000982000,"Car, as passenger",3
40000982000,Bicycle,0
40000982000,Walked only,9
40000982000,Train,0
40000982000,Bus,3
40000982000,Taxi/ride-share service,0
40000982000,Other Mode,0
40000982000,Total,33
40000991000,Motorbike/scooter,0
40000991000,"Car, as driver",0
40000991000,"Car, as passenger",0
40000991000,Bicycle,0
40000991000,Walked only,0
40000991000,Train,0
40000991000,Bus,0
40000991000,Taxi/ride-share service,0
40000991000,Other Mode,0
40000991000,Total,0
40000992000,Motorbike/scooter,0
40000992000,"Car, as driver",0
40000992000,"Car, as passenger",0
40000992000,Bicycle,0
40000992000,Walked only,0
40000992000,Train,0
40000992000,Bus,0
40000992000,Taxi/ride-share service,0
40000992000,Other Mode,0
40000992000,Total,0
40001000000,Motorbike/scooter,0
40001000000,"Car, as driver",10
40001000000,"Car, as passenger",0
40001000000,Bicycle,0
40001000000,Walked only,7
40001000000,Train,0
40001000000,Bus,0
40001000000,Taxi/ride-share service,0
40001000000,Other Mode,0
40001000000,Total,21
40001020000,Motorbike/scooter,0
40001020000,"Car, as driver",3
40001020000,"Car, as passenger",0
40001020000,Bicycle,0
40001020000,Walked only,3
40001020000,Train,0
40001020000,Bus,0
40001020000,Taxi/ride-share service,0
40001020000,Other Mode,0
40001020000,Total,13
40001031000,Motorbike/scooter,0
40001031000,"Car, as driver",17
40001031000,"Car, as passenger",3
40001031000,Bicycle,5
40001031000,Walked only,25
40001031000,Train,0
40001031000,Bus,12
40001031000,Taxi/ride-share service,0
40001031000,Other Mode,0
40001031000,Total,64
40001032000,Motorbike/scooter,0
40001032000,"Car, as driver",3
40001032000,"Car, as passenger",0
40001032000,Bicycle,0
40001032000,Walked only,0
40001032000,Train,0
40001032000,Bus,0
40001032000,Taxi/ride-share service,0
40001032000,Other Mode,0
40001032000,Total,4
40001041000,Motorbike/scooter,0
40001041000,"Car, as driver",0
40001041000,"Car, as passenger",0
40001041000,Bicycle,0
40001041000,Walked only,0
40001041000,Train,0
40001041000,Bus,0
40001041000,Taxi/ride-share service,0
40001041000,Other Mode,0
40001041000,Total,0
40001060000,Motorbike/scooter,0
40001060000,"Car, as driver",0
40001060000,"Car, as passenger",0
40001060000,Bicycle,0
40001060000,Walked only,0
40001060000,Train,0
40001060000,Bus,4
40001060000,Taxi/ride-share service,0
40001060000,Other Mode,0
40001060000,Total,0
40001080000,Motorbike/scooter,0
40001080000,"Car, as driver",10
40001080000,"Car, as passenger",6
40001080000,Bicycle,3
40001080000,Walked only,12
40001080000,Train,0
40001080000,Bus,9
40001080000,Taxi/ride-share service,0
40001080000,Other Mode,0
40001080000,Total,27
40001091000,Motorbike/scooter,0
40001091000,"Car, as driver",0
40001091000,"Car, as passenger",0
40001091000,Bicycle,0
40001091000,Walked only,0
40001091000,Train,0
40001091000,Bus,0
40001091000,Taxi/ride-share service,0
40001091000,Other Mode,0
40001091000,Total,0
40001093000,Motorbike/scooter,0
40001093000,"Car, as driver",0
40001093000,"Car, as passenger",0
40001093000,Bicycle,0
40001093000,Walked only,0
40001093000,Train,0
40001093000,Bus,0
40001093000,Taxi/ride-share service,0
40001093000,Other Mode,0
40001093000,Total,0
40001094000,Motorbike/scooter,0
40001094000,"Car, as driver",3
40001094000,"Car, as passenger",0
40001094000,Bicycle,0
40001094000,Walked only,14
40001094000,Train,0
40001094000,Bus,3
40001094000,Taxi/ride-share service,0
40001094000,Other Mode,0
40001094000,Total,29
40001095000,Motorbike/scooter,0
40001095000,"Car, as driver",3
40001095000,"Car, as passenger",0
40001095000,Bicycle,0
40001095000,Walked only,8
40001095000,Train,0
40001095000,Bus,0
40001095000,Taxi/ride-share service,0
40001095000,Other Mode,0
40001095000,Total,16
40001100000,Motorbike/scooter,0
40001100000,"Car, as driver",11
40001100000,"Car, as passenger",0
40001100000,Bicycle,3
40001100000,Walked only,12
40001100000,Train,0
40001100000,Bus,0
40001100000,Taxi/ride-share service,0
40001100000,Other Mode,0
40001100000,Total,29
40001110000,Motorbike/scooter,0
40001110000,"Car, as driver",6
40001110000,"Car, as passenger",0
40001110000,Bicycle,0
40001110000,Walked only,13
40001110000,Train,0
40001110000,Bus,0
40001110000,Taxi/ride-share service,0
40001110000,Other Mode,0
40001110000,Total,17
40001120000,Motorbike/scooter,0
40001120000,"Car, as driver",6
40001120000,"Car, as passenger",0
40001120000,Bicycle,0
40001120000,Walked only,7
40001120000,Train,0
40001120000,Bus,0
40001120000,Taxi/ride-share service,0
40001120000,Other Mode,0
40001120000,Total,13
40001130000,Motorbike/scooter,0
40001130000,"Car, as driver",6
40001130000,"Car, as passenger",0
40001130000,Bicycle,0
40001130000,Walked only,11
40001130000,Train,0
40001130000,Bus,5
40001130000,Taxi/ride-share service,0
40001130000,Other Mode,0
40001130000,Total,19
40001140000,Motorbike/scooter,0
40001140000,"Car, as driver",8
40001140000,"Car, as passenger",0
40001140000,Bicycle,0
40001140000,Walked only,8
40001140000,Train,0
40001140000,Bus,0
40001140000,Taxi/ride-share service,0
40001140000,Other Mode,0
40001140000,Total,11
40001150000,Motorbike/scooter,0
40001150000,"Car, as driver",10
40001150000,"Car, as passenger",0
40001150000,Bicycle,0
40001150000,Walked only,10
40001150000,Train,0
40001150000,Bus,7
40001150000,Taxi/ride-share service,0
40001150000,Other Mode,0
40001150000,Total,30
40001160000,Motorbike/scooter,0
40001160000,"Car, as driver",3
40001160000,"Car, as passenger",0
40001160000,Bicycle,0
40001160000,Walked only,7
40001160000,Train,0
40001160000,Bus,0
40001160000,Taxi/ride-share service,0
40001160000,Other Mode,0
40001160000,Total,10
40001171000,Motorbike/scooter,0
40001171000,"Car, as driver",0
40001171000,"Car, as passenger",0
40001171000,Bicycle,0
40001171000,Walked only,0
40001171000,Train,0
40001171000,Bus,0
40001171000,Taxi/ride-share service,0
40001171000,Other Mode,0
40001171000,Total,0
40001172000,Motorbike/scooter,0
40001172000,"Car, as driver",0
40001172000,"Car, as passenger",0
40001172000,Bicycle,0
40001172000,Walked only,0
40001172000,Train,0
40001172000,Bus,0
40001172000,Taxi/ride-share service,0
40001172000,Other Mode,0
40001172000,Total,0
40001173000,Motorbike/scooter,0
40001173000,"Car, as driver",0
40001173000,"Car, as passenger",0
40001173000,Bicycle,0
40001173000,Walked only,0
40001173000,Train,0
40001173000,Bus,0
40001173000,Taxi/ride-share service,0
40001173000,Other Mode,0
40001173000,Total,0
40001174000,Motorbike/scooter,0
40001174000,"Car, as driver",0
40001174000,"Car, as passenger",0
40001174000,Bicycle,0
40001174000,Walked only,0
40001174000,Train,0
40001174000,Bus,0
40001174000,Taxi/ride-share service,0
40001174000,Other Mode,0
40001174000,Total,0
40001181000,Motorbike/scooter,0
40001181000,"Car, as driver",0
40001181000,"Car, as passenger",0
40001181000,Bicycle,0
40001181000,Walked only,0
40001181000,Train,0
40001181000,Bus,0
40001181000,Taxi/ride-share service,0
40001181000,Other Mode,0
40001181000,Total,0
40001182000,Motorbike/scooter,0
40001182000,"Car, as driver",0
40001182000,"Car, as passenger",0
40001182000,Bicycle,3
40001182000,Walked only,3
40001182000,Train,0
40001182000,Bus,0
40001182000,Taxi/ride-share service,0
40001182000,Other Mode,0
40001182000,Total,14
40001183000,Motorbike/scooter,0
40001183000,"Car, as driver",0
40001183000,"Car, as passenger",6
40001183000,Bicycle,0
40001183000,Walked only,3
40001183000,Train,0
40001183000,Bus,4
40001183000,Taxi/ride-share service,0
40001183000,Other Mode,0
40001183000,Total,9
40001211000,Motorbike/scooter,0
40001211000,"Car, as driver",0
40001211000,"Car, as passenger",0
40001211000,Bicycle,0
40001211000,Walked only,3
40001211000,Train,0
40001211000,Bus,0
40001211000,Taxi/ride-share service,0
40001211000,Other Mode,0
40001211000,Total,3
40001212000,Motorbike/scooter,0
40001212000,"Car, as driver",35
40001212000,"Car, as passenger",6
40001212000,Bicycle,0
40001212000,Walked only,67
40001212000,Train,3
40001212000,Bus,17
40001212000,Taxi/ride-share service,0
40001212000,Other Mode,0
40001212000,Total,130
40001221000,Motorbike/scooter,0
40001221000,"Car, as driver",0
40001221000,"Car, as passenger",0
40001221000,Bicycle,0
40001221000,Walked only,0
40001221000,Train,0
40001221000,Bus,0
40001221000,Taxi/ride-share service,0
40001221000,Other Mode,0
40001221000,Total,0
40001222000,Motorbike/scooter,0
40001222000,"Car, as driver",0
40001222000,"Car, as passenger",0
40001222000,Bicycle,0
40001222000,Walked only,0
40001222000,Train,0
40001222000,Bus,0
40001222000,Taxi/ride-share service,0
40001222000,Other Mode,0
40001222000,Total,0
40001223000,Motorbike/scooter,0
40001223000,"Car, as driver",0
40001223000,"Car, as passenger",0
40001223000,Bicycle,0
40001223000,Walked only,0
40001223000,Train,0
40001223000,Bus,0
40001223000,Taxi/ride-share service,0
40001223000,Other Mode,0
40001223000,Total,0
40001230000,Motorbike/scooter,0
40001230000,"Car, as driver",0
40001230000,"Car, as passenger",0
40001230000,Bicycle,0
40001230000,Walked only,0
40001230000,Train,0
40001230000,Bus,0
40001230000,Taxi/ride-share service,0
40001230000,Other Mode,0
40001230000,Total,0
40001310000,Motorbike/scooter,0
40001310000,"Car, as driver",4
40001310000,"Car, as passenger",4
40001310000,Bicycle,0
40001310000,Walked only,6
40001310000,Train,0
40001310000,Bus,0
40001310000,Taxi/ride-share service,0
40001310000,Other Mode,0
40001310000,Total,18
40001340000,Motorbike/scooter,0
40001340000,"Car, as driver",0
40001340000,"Car, as passenger",0
40001340000,Bicycle,0
40001340000,Walked only,0
40001340000,Train,0
40001340000,Bus,0
40001340000,Taxi/ride-share service,0
40001340000,Other Mode,0
40001340000,Total,0
40001380000,Motorbike/scooter,0
40001380000,"Car, as driver",10
40001380000,"Car, as passenger",0
40001380000,Bicycle,0
40001380000,Walked only,12
40001380000,Train,0
40001380000,Bus,0
40001380000,Taxi/ride-share service,0
40001380000,Other Mode,0
40001380000,Total,24
40001390000,Motorbike/scooter,0
40001390000,"Car, as driver",17
40001390000,"Car, as passenger",0
40001390000,Bicycle,0
40001390000,Walked only,11
40001390000,Train,0
40001390000,Bus,0
40001390000,Taxi/ride-share service,0
40001390000,Other Mode,0
40001390000,Total,36
40001401000,Motorbike/scooter,0
40001401000,"Car, as driver",4
40001401000,"Car, as passenger",0
40001401000,Bicycle,0
40001401000,Walked only,4
40001401000,Train,0
40001401000,Bus,0
40001401000,Taxi/ride-share service,0
40001401000,Other Mode,0
40001401000,Total,13
40001410000,Motorbike/scooter,0
40001410000,"Car, as driver",24
40001410000,"Car, as passenger",3
40001410000,Bicycle,0
40001410000,Walked only,11
40001410000,Train,0
40001410000,Bus,6
40001410000,Taxi/ride-share service,0
40001410000,Other Mode,0
40001410000,Total,42
40001420000,Motorbike/scooter,3
40001420000,"Car, as driver",31
40001420000,"Car, as passenger",3
40001420000,Bicycle,0
40001420000,Walked only,10
40001420000,Train,0
40001420000,Bus,3
40001420000,Taxi/ride-share service,0
40001420000,Other Mode,0
40001420000,Total,50
40001430000,Motorbike/scooter,0
40001430000,"Car, as driver",12
40001430000,"Car, as passenger",0
40001430000,Bicycle,6
40001430000,Walked only,15
40001430000,Train,0
40001430000,Bus,0
40001430000,Taxi/ride-share service,0
40001430000,Other Mode,0
40001430000,Total,24
40001470000,Motorbike/scooter,0
40001470000,"Car, as driver",0
40001470000,"Car, as passenger",0
40001470000,Bicycle,0
40001470000,Walked only,3
40001470000,Train,0
40001470000,Bus,0
40001470000,Taxi/ride-share service,0
40001470000,Other Mode,0
40001470000,Total,3
40001530000,Motorbike/scooter,0
40001530000,"Car, as driver",0
40001530000,"Car, as passenger",0
40001530000,Bicycle,0
40001530000,Walked only,0
40001530000,Train,0
40001530000,Bus,0
40001530000,Taxi/ride-share service,0
40001530000,Other Mode,0
40001530000,Total,3
40001540000,Motorbike/scooter,0
40001540000,"Car, as driver",26
40001540000,"Car, as passenger",6
40001540000,Bicycle,5
40001540000,Walked only,17
40001540000,Train,0
40001540000,Bus,5
40001540000,Taxi/ride-share service,0
40001540000,Other Mode,0
40001540000,Total,55
40001580000,Motorbike/scooter,0
40001580000,"Car, as driver",0
40001580000,"Car, as passenger",0
40001580000,Bicycle,0
40001580000,Walked only,0
40001580000,Train,0
40001580000,Bus,0
40001580000,Taxi/ride-share service,0
40001580000,Other Mode,0
40001580000,Total,0
40001590000,Motorbike/scooter,0
40001590000,"Car, as driver",12
40001590000,"Car, as passenger",0
40001590000,Bicycle,0
40001590000,Walked only,9
40001590000,Train,0
40001590000,Bus,3
40001590000,Taxi/ride-share service,0
40001590000,Other Mode,0
40001590000,Total,26
40001600000,Motorbike/scooter,0
40001600000,"Car, as driver",5
40001600000,"Car, as passenger",0
40001600000,Bicycle,3
40001600000,Walked only,4
40001600000,Train,0
40001600000,Bus,9
40001600000,Taxi/ride-share service,0
40001600000,Other Mode,0
40001600000,Total,27
40001630000,Motorbike/scooter,0
40001630000,"Car, as driver",6
40001630000,"Car, as passenger",5
40001630000,Bicycle,0
40001630000,Walked only,9
40001630000,Train,0
40001630000,Bus,0
40001630000,Taxi/ride-share service,0
40001630000,Other Mode,0
40001630000,Total,19
40001640000,Motorbike/scooter,0
40001640000,"Car, as driver",4
40001640000,"Car, as passenger",0
40001640000,Bicycle,0
40001640000,Walked only,0
40001640000,Train,0
40001640000,Bus,0
40001640000,Taxi/ride-share service,0
40001640000,Other Mode,0
40001640000,Total,4
40001650000,Motorbike/scooter,0
40001650000,"Car, as driver",9
40001650000,"Car, as passenger",0
40001650000,Bicycle,0
40001650000,Walked only,8
40001650000,Train,0
40001650000,Bus,3
40001650000,Taxi/ride-share service,0
40001650000,Other Mode,0
40001650000,Total,28
40001660000,Motorbike/scooter,0
40001660000,"Car, as driver",11
40001660000,"Car, as passenger",0
40001660000,Bicycle,0
40001660000,Walked only,0
40001660000,Train,0
40001660000,Bus,5
40001660000,Taxi/ride-share service,0
40001660000,Other Mode,0
40001660000,Total,12
40001670000,Motorbike/scooter,0
40001670000,"Car, as driver",0
40001670000,"Car, as passenger",0
40001670000,Bicycle,0
40001670000,Walked only,4
40001670000,Train,0
40001670000,Bus,0
40001670000,Taxi/ride-share service,0
40001670000,Other Mode,0
40001670000,Total,10
40001680000,Motorbike/scooter,0
40001680000,"Car, as driver",18
40001680000,"Car, as passenger",0
40001680000,Bicycle,4
40001680000,Walked only,9
40001680000,Train,0
40001680000,Bus,8
40001680000,Taxi/ride-share service,0
40001680000,Other Mode,0
40001680000,Total,40
40001700000,Motorbike/scooter,0
40001700000,"Car, as driver",9
40001700000,"Car, as passenger",0
40001700000,Bicycle,0
40001700000,Walked only,8
40001700000,Train,0
40001700000,Bus,0
40001700000,Taxi/ride-share service,0
40001700000,Other Mode,0
40001700000,Total,19
40001710000,Motorbike/scooter,0
40001710000,"Car, as driver",8
40001710000,"Car, as passenger",0
40001710000,Bicycle,0
40001710000,Walked only,18
40001710000,Train,0
40001710000,Bus,0
40001710000,Taxi/ride-share service,0
40001710000,Other Mode,0
40001710000,Total,26
40001731000,Motorbike/scooter,0
40001731000,"Car, as driver",0
40001731000,"Car, as passenger",0
40001731000,Bicycle,0
40001731000,Walked only,0
40001731000,Train,0
40001731000,Bus,0
40001731000,Taxi/ride-share service,0
40001731000,Other Mode,0
40001731000,Total,0
40001732000,Motorbike/scooter,0
40001732000,"Car, as driver",0
40001732000,"Car, as passenger",0
40001732000,Bicycle,0
40001732000,Walked only,0
40001732000,Train,0
40001732000,Bus,0
40001732000,Taxi/ride-share service,0
40001732000,Other Mode,0
40001732000,Total,0
40001733000,Motorbike/scooter,0
40001733000,"Car, as driver",8
40001733000,"Car, as passenger",0
40001733000,Bicycle,0
40001733000,Walked only,5
40001733000,Train,0
40001733000,Bus,13
40001733000,Taxi/ride-share service,0
40001733000,Other Mode,0
40001733000,Total,26
40001740000,Motorbike/scooter,0
40001740000,"Car, as driver",16
40001740000,"Car, as passenger",0
40001740000,Bicycle,3
40001740000,Walked only,48
40001740000,Train,0
40001740000,Bus,19
40001740000,Taxi/ride-share service,0
40001740000,Other Mode,0
40001740000,Total,86
40001800000,Motorbike/scooter,0
40001800000,"Car, as driver",18
40001800000,"Car, as passenger",0
40001800000,Bicycle,0
40001800000,Walked only,18
40001800000,Train,0
40001800000,Bus,3
40001800000,Taxi/ride-share service,0
40001800000,Other Mode,0
40001800000,Total,39
40001810000,Motorbike/scooter,0
40001810000,"Car, as driver",5
40001810000,"Car, as passenger",0
40001810000,Bicycle,0
40001810000,Walked only,5
40001810000,Train,0
40001810000,Bus,4
40001810000,Taxi/ride-share service,0
40001810000,Other Mode,0
40001810000,Total,17
40001831000,Motorbike/scooter,0
40001831000,"Car, as driver",3
40001831000,"Car, as passenger",0
40001831000,Bicycle,0
40001831000,Walked only,0
40001831000,Train,0
40001831000,Bus,0
40001831000,Taxi/ride-share service,0
40001831000,Other Mode,0
40001831000,Total,6
40001832000,Motorbike/scooter,0
40001832000,"Car, as driver",5
40001832000,"Car, as passenger",0
40001832000,Bicycle,0
40001832000,Walked only,0
40001832000,Train,0
40001832000,Bus,0
40001832000,Taxi/ride-share service,0
40001832000,Other Mode,0
40001832000,Total,6
40001833000,Motorbike/scooter,0
40001833000,"Car, as driver",0
40001833000,"Car, as passenger",0
40001833000,Bicycle,0
40001833000,Walked only,0
40001833000,Train,0
40001833000,Bus,0
40001833000,Taxi/ride-share service,0
40001833000,Other Mode,0
40001833000,Total,0
40001840000,Motorbike/scooter,0
40001840000,"Car, as driver",7
40001840000,"Car, as passenger",0
40001840000,Bicycle,5
40001840000,Walked only,10
40001840000,Train,0
40001840000,Bus,4
40001840000,Taxi/ride-share service,0
40001840000,Other Mode,0
40001840000,Total,33
40001850000,Motorbike/scooter,0
40001850000,"Car, as driver",0
40001850000,"Car, as passenger",0
40001850000,Bicycle,0
40001850000,Walked only,3
40001850000,Train,0
40001850000,Bus,0
40001850000,Taxi/ride-share service,0
40001850000,Other Mode,0
40001850000,Total,3
40001880000,Motorbike/scooter,0
40001880000,"Car, as driver",8
40001880000,"Car, as passenger",0
40001880000,Bicycle,0
40001880000,Walked only,4
40001880000,Train,0
40001880000,Bus,0
40001880000,Taxi/ride-share service,0
40001880000,Other Mode,0
40001880000,Total,16
40001890000,Motorbike/scooter,0
40001890000,"Car, as driver",0
40001890000,"Car, as passenger",0
40001890000,Bicycle,0
40001890000,Walked only,0
40001890000,Train,0
40001890000,Bus,0
40001890000,Taxi/ride-share service,0
40001890000,Other Mode,0
